participant_id,trial_index,stimulus_file,depth_grid_json,depth_grid_row_index,depth_grid_probe_y_fraction,probe_y_px,x_left_px,x_right_px,x_left_norm,x_right_norm,task_x_left_norm,task_x_right_norm,anchor_left_depth_near,anchor_right_depth_near,anchor_left_depth_near_texture,anchor_right_depth_near_texture,anchor_left_gap,anchor_right_gap,cue_probe_v,cue_probe_y_frac,x1_norm,x2_norm,x3_norm,x4_norm,x5_norm,response1_ui,response2_ui,response3_ui,response4_ui,response5_ui,response1_depth_near,response2_depth_near,response3_depth_near,response4_depth_near,response5_depth_near,shading_depth1_near,shading_depth2_near,shading_depth3_near,shading_depth4_near,shading_depth5_near,texture_depth1_near,texture_depth2_near,texture_depth3_near,texture_depth4_near,texture_depth5_near,trial_view_seconds,shape_label,shape_dir,combo_code,shading_level_code,texture_level_code,repeat_index,experiment_trial_index
p001,25,CC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.2105240821838379,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,CC,C,C,3,25
p001,26,CB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.1537339687347412,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,CB,C,B,3,26
p001,27,AC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.10683798789978027,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,AC,A,C,1,27
p001,28,BC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.08142590522766113,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,BC,B,C,1,28
p001,29,AB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.15854597091674805,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,AB,A,B,2,29
p001,30,CB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.14910602569580078,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,CB,C,B,2,30
p001,31,AB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.2201380729675293,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,AB,A,B,3,31
p001,32,BC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.30718398094177246,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,BC,B,C,4,32
p001,33,BA.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.39220404624938965,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,BA,B,A,4,33
p001,34,CA.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,1.276526927947998,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,CA,C,A,4,34
p001,35,CC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.32640695571899414,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,CC,C,C,4,35
p001,36,AC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.26366496086120605,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,AC,A,C,4,36
p001,37,AC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.26329803466796875,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,AC,A,C,3,37
p001,38,AB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.37751197814941406,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,AB,A,B,1,38
p001,39,AC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.6132092475891113,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,AC,A,C,2,39
p001,40,BA.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.4448120594024658,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,BA,B,A,4,40
p001,41,BB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.47838687896728516,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,BB,B,B,2,41
p001,42,CA.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.7853541374206543,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,CA,C,A,1,42
p001,43,BC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.7224500179290771,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,BC,B,C,2,43
p001,44,BB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.40176892280578613,shape2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,BB,B,B,4,44
p001,45,AB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.422457218170166,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,AB,A,B,4,45
p001,46,BA.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.54508376121521,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,BA,B,A,1,46
p001,47,CC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.5341799259185791,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,CC,C,C,2,47
p001,48,BB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.46770691871643066,shape1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,BB,B,B,2,48
